,price,propertyType,exterior,rooms,bathrooms,municipality,status,floor,hasLift,size_MinMax,distance_MinMax
295,700.0,flat,True,3,1,Móstoles,good,5,True,0.6382978723404256,0.3118784677290695
296,725.0,flat,True,3,1,Fuenlabrada,good,desconocido,False,0.5851063829787234,0.2847570595430131
297,733.0,flat,True,2,1,Alcalá de Henares,good,2,True,0.5148936170212767,0.5026855512027371
298,750.0,flat,True,1,1,Madrid,good,bj,True,0.1702127659574468,0.07186286848775991
299,675.0,flat,True,2,1,Madrid,good,bj,False,0.5212765957446809,0.0970166450995338
300,650.0,flat,True,2,1,Guadarrama,good,2,False,0.6914893617021277,0.7601616648644817
301,730.0,flat,True,1,1,Madrid,good,bj,True,0.34042553191489366,0.10096963465867796
302,700.0,flat,True,1,1,Loeches,good,bj,True,0.8191489361702128,0.4329143991633134
303,690.0,studio,False,0,1,Madrid,good,2,True,0.19148936170212763,0.0995337954017691
304,700.0,flat,True,2,1,Guadarrama,good,1,False,0.5319148936170213,0.7619343059223939
305,600.0,duplex,True,2,2,Miraflores de la Sierra,good,2,False,0.7340425531914894,0.7851204509598853
306,700.0,studio,False,0,1,Madrid,good,bj,False,0.05319148936170212,0.009005016574193891
307,690.0,flat,True,2,1,Sevilla la Nueva,good,bj,False,0.4255319148936171,0.5109106057114495
308,750.0,duplex,True,3,3,Serranillos del Valle,good,1,False,0.9999999999999999,0.4948504777267651
309,700.0,studio,True,0,1,Madrid,good,bj,False,0.32978723404255317,0.14691649087976177
310,670.0,flat,True,1,1,Collado Villalba,good,bj,True,0.43617021276595747,0.6195912289720455
311,750.0,flat,True,2,1,Valdemoro,good,4,True,0.6382978723404256,0.4414230762412919
312,740.0,studio,True,0,1,Madrid,good,bj,True,0.13829787234042554,0.1442752557034726
313,750.0,flat,True,4,2,Colmenar Viejo,good,1,False,0.9574468085106383,0.4926701292255331
314,750.0,flat,True,2,1,Madrid,good,3,False,0.44680851063829785,0.09784978639675251
315,750.0,studio,True,0,1,San Sebastián de los Reyes,good,bj,True,0.5319148936170213,0.2852179462180703
316,650.0,studio,True,0,1,Madrid,good,bj,False,0.08510638297872339,0.09246095758069948
317,625.0,flat,True,1,1,Arganda,good,2,True,0.32978723404255317,0.44009359544785775
318,700.0,flat,True,1,1,Madrid,good,bj,True,0.15957446808510636,0.036924113236310785
319,750.0,flat,True,2,2,Colmenarejo,good,1,False,0.797872340425532,0.5420027298672292
320,600.0,studio,False,0,1,Madrid,good,bj,False,0.05319148936170212,0.06432914399163313
321,750.0,flat,True,2,2,Getafe,good,2,True,0.7340425531914894,0.2250367823019517
322,700.0,flat,True,1,1,Valdemorillo,good,1,True,0.37234042553191493,0.564072111038236
323,750.0,flat,True,3,2,Campo Real,good,2,True,0.7446808510638298,0.5061422012656658
324,750.0,flat,True,2,1,Madrid,good,2,True,0.2978723404255319,0.11786290394058108
325,625.0,flat,True,2,1,Aranjuez,good,bj,False,0.3936170212765957,0.7704607094109515
326,750.0,flat,True,1,1,San Sebastián de los Reyes,good,1,False,0.276595744680851,0.28262989027351854
327,695.0,flat,True,1,1,Madrid,good,4,True,0.4148936170212766,0.14911456579157287
328,720.0,flat,True,2,1,Alcorcón,good,bj,False,0.4042553191489362,0.2351940155637885
329,745.0,flat,True,2,1,Alcalá de Henares,good,2,True,0.5638297872340425,0.5072766915427296
330,720.0,flat,True,2,1,Alcalá de Henares,good,2,True,0.5276595744680851,0.5041568432808041
331,750.0,flat,True,2,1,Madrid,good,1,False,0.37234042553191493,0.12903054260542784
332,720.0,studio,True,0,1,Madrid,good,1,True,0.2978723404255319,0.09971105950756032
333,725.0,studio,False,0,1,Madrid,good,8,True,0.25531914893617025,0.016964174924219595
334,750.0,flat,False,2,1,Madrid,good,5,True,0.6382978723404256,0.13876234201336574
335,550.0,flat,True,2,1,Torrelaguna,good,1,True,0.7021276595744681,0.8378387960221936
336,640.0,flat,True,2,1,Villalbilla,good,2,True,0.5212765957446809,0.5163348873486608
337,700.0,flat,True,1,1,Getafe,good,1,True,0.36170212765957444,0.2033751085742648
338,700.0,flat,True,1,1,Madrid,good,6,True,0.4148936170212766,0.13021821211422901
339,700.0,flat,True,2,1,Alcalá de Henares,good,1,False,0.5851063829787234,0.5349121656355805
340,695.0,flat,False,2,1,Alcobendas,good,3,False,0.44680851063829785,0.2655239040646659
